,lsoa_code,lsoa,borough_code,msoa,area,borough,imd,ptai,ptal,imd_sc,ptai_sc,cluster
0,E01000001,City of London 001A,E09000001,E02000001, Inner West,City of London,6.2,51.1698,6b,-1.1181102362204725,2.8906523532470643,5
1,E01000002,City of London 001B,E09000001,E02000001, Inner West,City of London,5.1,50.5712,6b,-1.204724409448819,2.849909202534161,5
2,E01000003,City of London 001C,E09000001,E02000001, Inner West,City of London,19.4,28.4376,6a,-0.07874015748031496,1.3434063615399905,3
3,E01000005,City of London 001E,E09000001,E02000001, Inner West,City of London,28.7,71.3226,6b,0.50920245398773,4.262333889643643,5
4,E01032739,City of London 001F,E09000001,E02000001, Inner West,City of London,13.6,82.3987,6b,-0.5354330708661417,5.01621830596704,5
5,E01032740,City of London 001G,E09000001,E02000001, Inner West,City of London,15.8,55.0954,6b,-0.3622047244094487,3.157844656017816,5
6,E01000006,Barking and Dagenham 016A,E09000002,E02000017, Outer East and North East,Barking and Dagenham,19.8,20.6621,5,-0.04724409448818881,0.8141742058965262,3
7,E01000007,Barking and Dagenham 015A,E09000002,E02000016, Outer East and North East,Barking and Dagenham,31.6,29.294,6a,0.6871165644171779,1.4016964288145146,3
8,E01000008,Barking and Dagenham 015B,E09000002,E02000016, Outer East and North East,Barking and Dagenham,37.6,6.02463,2,1.0552147239263803,-0.4936614926360101,6
9,E01000009,Barking and Dagenham 016B,E09000002,E02000017, Outer East and North East,Barking and Dagenham,32.8,35.4472,6a,0.7607361963190181,1.820508248003681,3
10,E01000010,Barking and Dagenham 015C,E09000002,E02000016, Outer East and North East,Barking and Dagenham,32.4,31.4777,6a,0.7361963190184048,1.5503279326764694,3
11,E01000011,Barking and Dagenham 016C,E09000002,E02000017, Outer East and North East,Barking and Dagenham,30.7,29.1845,6a,0.6319018404907975,1.3942434134402029,3
12,E01000012,Barking and Dagenham 015D,E09000002,E02000016, Outer East and North East,Barking and Dagenham,34.7,9.888530000000001,2,0.8773006134969326,0.08088121186710635,0
13,E01000013,Barking and Dagenham 013A,E09000002,E02000014, Outer East and North East,Barking and Dagenham,39.0,12.8497,3,1.1411042944785275,0.28243048616802024,0
14,E01000014,Barking and Dagenham 013B,E09000002,E02000014, Outer East and North East,Barking and Dagenham,35.7,6.48471,2,0.9386503067484663,-0.40877412964991156,6
15,E01000015,Barking and Dagenham 009A,E09000002,E02000010, Outer East and North East,Barking and Dagenham,33.6,8.002180000000001,2,0.8098159509202454,-0.12879232928798506,0
16,E01000016,Barking and Dagenham 009B,E09000002,E02000010, Outer East and North East,Barking and Dagenham,32.8,5.06966,2,0.7607361963190181,-0.6698588605521,6
17,E01000017,Barking and Dagenham 009C,E09000002,E02000010, Outer East and North East,Barking and Dagenham,39.0,8.13106,2,1.1411042944785275,-0.10501324012599524,0
18,E01000018,Barking and Dagenham 009D,E09000002,E02000010, Outer East and North East,Barking and Dagenham,33.4,7.79741,2,0.7975460122699385,-0.16657355281142333,0
19,E01000019,Barking and Dagenham 023A,E09000002,E02006799, Outer East and North East,Barking and Dagenham,33.6,4.55711,1b,0.8098159509202454,-0.7644272353967462,6
20,E01000020,Barking and Dagenham 023B,E09000002,E02006799, Outer East and North East,Barking and Dagenham,36.0,6.433680000000001,2,0.9570552147239262,-0.4181894533613977,6
21,E01000021,Barking and Dagenham 008A,E09000002,E02000009, Outer East and North East,Barking and Dagenham,38.9,4.82921,1b,1.134969325153374,-0.7142232459416136,6
22,E01000022,Barking and Dagenham 008B,E09000002,E02000009, Outer East and North East,Barking and Dagenham,34.4,6.17678,2,0.8588957055214722,-0.46558895681977186,6
23,E01000023,Barking and Dagenham 008C,E09000002,E02000009, Outer East and North East,Barking and Dagenham,36.9,6.964160000000001,2,1.0122699386503065,-0.3203128920745224,0
24,E01000024,Barking and Dagenham 008D,E09000002,E02000009, Outer East and North East,Barking and Dagenham,29.3,7.40458,2,0.5460122699386503,-0.23905291031844195,6
25,E01000025,Barking and Dagenham 008E,E09000002,E02000009, Outer East and North East,Barking and Dagenham,36.7,5.60855,2,1.0,-0.5704306066841233,6
26,E01000027,Barking and Dagenham 001A,E09000002,E02000002, Outer East and North East,Barking and Dagenham,37.3,3.8262400000000003,1b,1.0368098159509198,-0.8992768854264146,6
27,E01000028,Barking and Dagenham 001B,E09000002,E02000002, Outer East and North East,Barking and Dagenham,40.1,3.01085,1b,1.2085889570552146,-1.0497209536433225,6
28,E01000029,Barking and Dagenham 001C,E09000002,E02000002, Outer East and North East,Barking and Dagenham,22.5,2.5148900000000003,1b,0.12883435582822092,-1.1412283796270328,6
29,E01000030,Barking and Dagenham 001D,E09000002,E02000002, Outer East and North East,Barking and Dagenham,38.4,4.8204199999999995,1b,1.104294478527607,-0.7158450506726338,6
30,E01000031,Barking and Dagenham 002A,E09000002,E02000003, Outer East and North East,Barking and Dagenham,22.7,3.96815,1b,0.14110429447852763,-0.8730936875448349,6
31,E01000032,Barking and Dagenham 002B,E09000002,E02000003, Outer East and North East,Barking and Dagenham,30.0,6.5524,2,0.5889570552147239,-0.39628494168145173,6
32,E01000033,Barking and Dagenham 006A,E09000002,E02000007, Outer East and North East,Barking and Dagenham,38.0,3.72911,1b,1.0797546012269936,-0.9171979199570174,6
33,E01000034,Barking and Dagenham 003A,E09000002,E02000004, Outer East and North East,Barking and Dagenham,35.9,3.50944,1b,0.9509202453987727,-0.9577282777799099,6
34,E01000035,Barking and Dagenham 010A,E09000002,E02000011, Outer East and North East,Barking and Dagenham,26.2,6.861000000000001,2,0.35582822085889565,-0.3393464957209446,6
35,E01000036,Barking and Dagenham 010B,E09000002,E02000011, Outer East and North East,Barking and Dagenham,19.3,7.23694,2,-0.08661417322834629,-0.2699834387721665,1
36,E01000037,Barking and Dagenham 003B,E09000002,E02000004, Outer East and North East,Barking and Dagenham,18.0,2.3229900000000003,1a,-0.1889763779527558,-1.17663501533611,2
37,E01000038,Barking and Dagenham 003C,E09000002,E02000004, Outer East and North East,Barking and Dagenham,19.6,8.16169,2,-0.06299212598425175,-0.09936183183121122,1
38,E01000039,Barking and Dagenham 003D,E09000002,E02000004, Outer East and North East,Barking and Dagenham,22.3,1.97422,1a,0.11656441717791421,-1.2409850535656826,6
39,E01000040,Barking and Dagenham 019A,E09000002,E02000020, Outer East and North East,Barking and Dagenham,34.6,8.84287,2,0.8711656441717791,0.009709339206808566,0
40,E01000041,Barking and Dagenham 017A,E09000002,E02000018, Outer East and North East,Barking and Dagenham,33.2,5.4201,2,0.7852760736196319,-0.6052006978741996,6
41,E01000042,Barking and Dagenham 017B,E09000002,E02000018, Outer East and North East,Barking and Dagenham,41.6,8.30855,2,1.3006134969325152,-0.07226533094410797,0
42,E01000043,Barking and Dagenham 019B,E09000002,E02000020, Outer East and North East,Barking and Dagenham,28.1,7.148110000000001,2,0.47239263803680986,-0.2863730763440128,6
43,E01000044,Barking and Dagenham 016D,E09000002,E02000017, Outer East and North East,Barking and Dagenham,28.4,7.824260000000001,2,0.4907975460122698,-0.1616195759026753,1
44,E01000045,Barking and Dagenham 017C,E09000002,E02000018, Outer East and North East,Barking and Dagenham,35.7,7.02575,2,0.9386503067484663,-0.30894918861791965,0
45,E01000046,Barking and Dagenham 017D,E09000002,E02000018, Outer East and North East,Barking and Dagenham,29.8,5.89415,2,0.5766871165644172,-0.5177357908502906,6
46,E01000048,Barking and Dagenham 021B,E09000002,E02000022, Outer East and North East,Barking and Dagenham,44.7,9.153839999999999,2,1.4907975460122698,0.030875222229179815,0
47,E01000049,Barking and Dagenham 021C,E09000002,E02000022, Outer East and North East,Barking and Dagenham,41.2,7.48893,2,1.2760736196319018,-0.22348985809300856,0
48,E01000050,Barking and Dagenham 019C,E09000002,E02000020, Outer East and North East,Barking and Dagenham,34.7,21.0337,5,0.8773006134969326,0.8394668133220438,0
49,E01000051,Barking and Dagenham 021D,E09000002,E02000022, Outer East and North East,Barking and Dagenham,36.9,19.9744,4,1.0122699386503065,0.767366546783156,0
50,E01000052,Barking and Dagenham 019D,E09000002,E02000020, Outer East and North East,Barking and Dagenham,33.3,7.49988,2,0.791411042944785,-0.22146952114139623,0
51,E01000053,Barking and Dagenham 020A,E09000002,E02000021, Outer East and North East,Barking and Dagenham,40.0,5.317,2,1.202453987730061,-0.6242232311811609,6
52,E01000054,Barking and Dagenham 018A,E09000002,E02000019, Outer East and North East,Barking and Dagenham,29.8,6.03998,2,0.5766871165644172,-0.4908293307905993,6
53,E01000055,Barking and Dagenham 018B,E09000002,E02000019, Outer East and North East,Barking and Dagenham,30.9,7.577139999999999,2,0.6441717791411041,-0.20721461402892472,6
54,E01000056,Barking and Dagenham 018C,E09000002,E02000019, Outer East and North East,Barking and Dagenham,35.9,1.59312,1a,0.9509202453987727,-1.3113001597080973,6
55,E01000057,Barking and Dagenham 012A,E09000002,E02000013, Outer East and North East,Barking and Dagenham,32.9,9.77781,2,0.7668711656441716,0.0733451583306335,0
56,E01000058,Barking and Dagenham 018D,E09000002,E02000019, Outer East and North East,Barking and Dagenham,31.8,7.15048,2,0.6993865030674846,-0.2859357979353079,6
57,E01000059,Barking and Dagenham 013C,E09000002,E02000014, Outer East and North East,Barking and Dagenham,32.3,5.37076,2,0.7300613496932512,-0.6143042070242042,6
58,E01000060,Barking and Dagenham 006B,E09000002,E02000007, Outer East and North East,Barking and Dagenham,36.2,4.05944,1b,0.9693251533742331,-0.8562501660550917,6
59,E01000061,Barking and Dagenham 006C,E09000002,E02000007, Outer East and North East,Barking and Dagenham,46.3,6.95569,2,1.5889570552147234,-0.3218756549950848,0
60,E01000062,Barking and Dagenham 006D,E09000002,E02000007, Outer East and North East,Barking and Dagenham,26.7,4.01334,1b,0.3865030674846625,-0.8647558768742083,6
61,E01000063,Barking and Dagenham 004A,E09000002,E02000005, Outer East and North East,Barking and Dagenham,33.4,7.152260000000001,2,0.7975460122699385,-0.28560737786463464,6
62,E01000064,Barking and Dagenham 006E,E09000002,E02000007, Outer East and North East,Barking and Dagenham,35.3,3.97681,1b,0.9141104294478525,-0.871495868549313,6
63,E01000065,Barking and Dagenham 007A,E09000002,E02000008, Outer East and North East,Barking and Dagenham,39.9,5.8777800000000004,2,1.1963190184049077,-0.5207561484665364,6
64,E01000066,Barking and Dagenham 011A,E09000002,E02000012, Outer East and North East,Barking and Dagenham,25.8,3.4481300000000004,1b,0.33128834355828224,-0.9690403196523616,6
65,E01000067,Barking and Dagenham 011B,E09000002,E02000012, Outer East and North East,Barking and Dagenham,21.0,5.81041,2,0.036809815950920324,-0.5331862946245383,6
66,E01000068,Barking and Dagenham 016E,E09000002,E02000017, Outer East and North East,Barking and Dagenham,25.6,15.6613,4,0.31901840490797556,0.4737994179160961,1
67,E01000069,Barking and Dagenham 011C,E09000002,E02000012, Outer East and North East,Barking and Dagenham,16.4,8.74197,2,-0.31496062992125984,0.0028416748116667527,1
68,E01000070,Barking and Dagenham 011D,E09000002,E02000012, Outer East and North East,Barking and Dagenham,21.0,9.10851,2,0.036809815950920324,0.027789878056417007,1
69,E01000071,Barking and Dagenham 011E,E09000002,E02000012, Outer East and North East,Barking and Dagenham,18.8,8.33051,2,-0.12598425196850377,-0.06821358670142252,1
70,E01000072,Barking and Dagenham 017E,E09000002,E02000018, Outer East and North East,Barking and Dagenham,41.0,3.2501700000000002,1b,1.263803680981595,-1.0055650596469887,6
71,E01000073,Barking and Dagenham 012B,E09000002,E02000013, Outer East and North East,Barking and Dagenham,38.8,3.16709,1b,1.1288343558282206,-1.0208937896871668,6
72,E01000074,Barking and Dagenham 012C,E09000002,E02000013, Outer East and North East,Barking and Dagenham,35.0,5.29852,2,0.8957055214723925,-0.6276328957351148,6
73,E01000075,Barking and Dagenham 012D,E09000002,E02000013, Outer East and North East,Barking and Dagenham,37.0,9.10764,2,1.01840490797546,0.027730662317826532,0
74,E01000076,Barking and Dagenham 012E,E09000002,E02000013, Outer East and North East,Barking and Dagenham,36.2,5.77444,2,0.9693251533742331,-0.5398229631313414,6
75,E01000077,Barking and Dagenham 008F,E09000002,E02000009, Outer East and North East,Barking and Dagenham,41.0,7.40742,2,1.263803680981595,-0.23852891425062653,0
76,E01000078,Barking and Dagenham 007B,E09000002,E02000008, Outer East and North East,Barking and Dagenham,35.0,6.816,2,0.8957055214723925,-0.3476492503166117,6
77,E01000079,Barking and Dagenham 009E,E09000002,E02000010, Outer East and North East,Barking and Dagenham,34.5,5.18942,2,0.8650306748466257,-0.647762462988165,6
78,E01000080,Barking and Dagenham 007C,E09000002,E02000008, Outer East and North East,Barking and Dagenham,33.2,5.2962,2,0.7852760736196319,-0.6280609488609359,6
79,E01000081,Barking and Dagenham 007D,E09000002,E02000008, Outer East and North East,Barking and Dagenham,30.6,4.96245,1b,0.6257668711656442,-0.6896397121121323,6
80,E01000082,Barking and Dagenham 007E,E09000002,E02000008, Outer East and North East,Barking and Dagenham,27.9,4.86249,1b,0.46012269938650296,-0.7080828976539736,6
81,E01000083,Barking and Dagenham 007F,E09000002,E02000008, Outer East and North East,Barking and Dagenham,34.4,7.3498600000000005,2,0.8588957055214722,-0.24914905990677286,0
82,E01000084,Barking and Dagenham 013D,E09000002,E02000014, Outer East and North East,Barking and Dagenham,39.8,13.7016,3,1.1901840490797542,0.3404142651394904,0
83,E01000085,Barking and Dagenham 013E,E09000002,E02000014, Outer East and North East,Barking and Dagenham,35.2,13.354000000000001,3,0.9079754601226994,0.31675519533026053,0
84,E01000086,Barking and Dagenham 013F,E09000002,E02000014, Outer East and North East,Barking and Dagenham,38.2,11.1452,3,1.0920245398773005,0.16641528337793804,0
85,E01000087,Barking and Dagenham 020B,E09000002,E02000021, Outer East and North East,Barking and Dagenham,34.4,6.63595,2,0.8588957055214722,-0.38086949398216335,6
86,E01000088,Barking and Dagenham 020C,E09000002,E02000021, Outer East and North East,Barking and Dagenham,28.8,4.0467699999999995,1b,0.5153374233128835,-0.8585878527379164,6
87,E01000089,Barking and Dagenham 020D,E09000002,E02000021, Outer East and North East,Barking and Dagenham,29.0,3.14106,1b,0.5276073619631901,-1.0256964719566162,6
88,E01000090,Barking and Dagenham 020E,E09000002,E02000021, Outer East and North East,Barking and Dagenham,28.3,2.84884,1b,0.48466257668711654,-1.0796127152443002,6
89,E01000091,Barking and Dagenham 022A,E09000002,E02000023, Outer East and North East,Barking and Dagenham,42.2,4.12319,1b,1.3374233128834354,-0.844487930377897,6
90,E01000092,Barking and Dagenham 019E,E09000002,E02000020, Outer East and North East,Barking and Dagenham,33.8,2.25548,1a,0.8220858895705518,-1.1890909922861872,6
91,E01000093,Barking and Dagenham 022B,E09000002,E02000023, Outer East and North East,Barking and Dagenham,46.9,4.33628,1b,1.6257668711656437,-0.8051716197825489,6
92,E01000094,Barking and Dagenham 022C,E09000002,E02000023, Outer East and North East,Barking and Dagenham,28.2,2.43072,1a,0.4785276073619631,-1.1567582208340836,6
93,E01000095,Barking and Dagenham 018E,E09000002,E02000019, Outer East and North East,Barking and Dagenham,32.3,3.4028,1b,0.7300613496932512,-0.9774039611150636,6
94,E01000096,Barking and Dagenham 022D,E09000002,E02000023, Outer East and North East,Barking and Dagenham,40.9,3.35531,1b,1.2576687116564413,-0.9861661347983575,6
95,E01000097,Barking and Dagenham 023C,E09000002,E02006799, Outer East and North East,Barking and Dagenham,38.0,13.5681,3,1.0797546012269936,0.33132771214889145,0
96,E01000098,Barking and Dagenham 023D,E09000002,E02006799, Outer East and North East,Barking and Dagenham,39.4,10.5356,3,1.1656441717791408,0.12492342792423657,0
97,E01000099,Barking and Dagenham 023E,E09000002,E02006799, Outer East and North East,Barking and Dagenham,29.3,8.69356,2,0.5460122699386503,-0.0012288076801587246,1
98,E01000100,Barking and Dagenham 004B,E09000002,E02000005, Outer East and North East,Barking and Dagenham,31.8,4.85174,1b,0.6993865030674846,-0.7100663334740495,6
99,E01000101,Barking and Dagenham 004C,E09000002,E02000005, Outer East and North East,Barking and Dagenham,40.5,8.50155,2,1.233128834355828,-0.036655739011581034,0
100,E01000102,Barking and Dagenham 007G,E09000002,E02000008, Outer East and North East,Barking and Dagenham,42.6,5.5827,2,1.361963190184049,-0.5752000779351898,6
101,E01000103,Barking and Dagenham 014A,E09000002,E02000015, Outer East and North East,Barking and Dagenham,32.9,2.88657,1b,0.7668711656441716,-1.0726513167799776,6
102,E01000104,Barking and Dagenham 014B,E09000002,E02000015, Outer East and North East,Barking and Dagenham,34.7,8.146930000000001,2,0.8773006134969326,-0.10208513533858979,0
103,E01000105,Barking and Dagenham 014C,E09000002,E02000015, Outer East and North East,Barking and Dagenham,44.1,8.73512,2,1.4539877300613495,0.002375435950351372,0
104,E01000106,Barking and Dagenham 014D,E09000002,E02000015, Outer East and North East,Barking and Dagenham,43.5,3.91793,1b,1.4171779141104293,-0.8823595616735991,6
105,E01000107,Barking and Dagenham 010C,E09000002,E02000011, Outer East and North East,Barking and Dagenham,28.3,2.29228,1a,0.48466257668711654,-1.1823011840835087,6
106,E01000108,Barking and Dagenham 010D,E09000002,E02000011, Outer East and North East,Barking and Dagenham,28.2,9.33338,2,0.4785276073619631,0.04309544488035699,1
107,E01000109,Barking and Dagenham 004D,E09000002,E02000005, Outer East and North East,Barking and Dagenham,25.7,4.199409999999999,1b,0.3251533742331288,-0.8304249091494142,6
108,E01000110,Barking and Dagenham 002C,E09000002,E02000003, Outer East and North East,Barking and Dagenham,17.7,5.19226,2,-0.21259842519685035,-0.6472384669203496,2
109,E01000111,Barking and Dagenham 002D,E09000002,E02000003, Outer East and North East,Barking and Dagenham,28.9,5.14128,2,0.5214723926380367,-0.6566445653489518,6
110,E01000112,Barking and Dagenham 002E,E09000002,E02000003, Outer East and North East,Barking and Dagenham,24.7,9.183639999999999,2,0.26380368098159507,0.03290353143607006,1
111,E01000113,Barking and Dagenham 002F,E09000002,E02000003, Outer East and North East,Barking and Dagenham,25.3,13.7694,3,0.3006134969325154,0.34502900890550253,1
112,E01000114,Barking and Dagenham 004E,E09000002,E02000005, Outer East and North East,Barking and Dagenham,23.3,5.7183,2,0.17791411042944794,-0.5501811107535801,6
113,E01032580,Barking and Dagenham 023F,E09000002,E02006799, Outer East and North East,Barking and Dagenham,34.1,8.36314,2,0.8404907975460122,-0.06219316709127573,0
114,E01033587,Barking and Dagenham 021E,E09000002,E02000022, Outer East and North East,Barking and Dagenham,35.0,8.897310000000001,2,0.8957055214723925,0.01341474703308738,0
115,E01033588,Barking and Dagenham 021F,E09000002,E02000022, Outer East and North East,Barking and Dagenham,35.2,5.0932699999999995,2,0.9079754601226994,-0.6655026819742401,6
116,E01000115,Barnet 009A,E09000003,E02000032, Outer West and North West,Barnet,6.2,6.71345,2,-1.1181102362204725,-0.36657030551184816,2
117,E01000116,Barnet 009B,E09000003,E02000032, Outer West and North West,Barnet,7.8,5.071940000000001,2,-0.9921259842519684,-0.669438187652586,2
118,E01000117,Barnet 010A,E09000003,E02000033, Outer West and North West,Barnet,9.6,5.18281,2,-0.8503937007874015,-0.6489820453854397,2
119,E01000118,Barnet 010B,E09000003,E02000033, Outer West and North West,Barnet,9.8,5.47366,2,-0.8346456692913384,-0.5953185748487791,2
120,E01000119,Barnet 009C,E09000003,E02000032, Outer West and North West,Barnet,11.6,7.81733,2,-0.6929133858267716,-0.16289820011040812,4
121,E01000120,Barnet 009D,E09000003,E02000032, Outer West and North West,Barnet,5.9,6.88592,2,-1.141732283464567,-0.3347486147315222,2
122,E01000121,Barnet 010C,E09000003,E02000033, Outer West and North West,Barnet,36.2,3.08933,1b,0.9693251533742331,-1.0352409496284793,6
123,E01000122,Barnet 009E,E09000003,E02000032, Outer West and North West,Barnet,10.2,3.64627,1b,-0.8031496062992126,-0.932482368639352,2
124,E01000123,Barnet 010D,E09000003,E02000033, Outer West and North West,Barnet,11.0,5.0261,2,-0.7401574803149605,-0.6778959270007056,2
125,E01000124,Barnet 010E,E09000003,E02000033, Outer West and North West,Barnet,23.6,12.0727,3,0.1963190184049081,0.2295447058407137,1
126,E01000125,Barnet 024A,E09000003,E02000047, Outer West and North West,Barnet,26.7,10.9421,3,0.3865030674846625,0.15259147130010536,1
127,E01000126,Barnet 026A,E09000003,E02000049, Outer West and North West,Barnet,33.6,4.15612,1b,0.8098159509202454,-0.8384121590704458,6
128,E01000127,Barnet 024B,E09000003,E02000047, Outer West and North West,Barnet,27.5,13.6639,3,0.43558282208588955,0.33784824980057226,1
129,E01000128,Barnet 024C,E09000003,E02000047, Outer West and North West,Barnet,27.1,13.7424,3,0.41104294478527614,0.34319127908717917,1
130,E01000129,Barnet 024D,E09000003,E02000047, Outer West and North West,Barnet,31.0,19.1148,4,0.6503067484662576,0.7088586744931268,3
131,E01000130,Barnet 021A,E09000003,E02000044, Outer West and North West,Barnet,30.9,7.985939999999999,2,0.6441717791411041,-0.13178870116873273,0
132,E01000131,Barnet 024E,E09000003,E02000047, Outer West and North West,Barnet,20.9,8.021510000000001,2,0.030674846625766864,-0.12522583492500192,1
133,E01000132,Barnet 021B,E09000003,E02000044, Outer West and North West,Barnet,25.5,8.77909,2,0.3128834355828221,0.005368212991524677,1
134,E01000133,Barnet 021C,E09000003,E02000044, Outer West and North West,Barnet,30.8,10.3242,3,0.6380368098159509,0.11053468408743779,0
135,E01000134,Barnet 024F,E09000003,E02000047, Outer West and North West,Barnet,24.7,10.7439,3,0.26380368098159507,0.13910117315226478,1
136,E01000135,Barnet 038A,E09000003,E02000061, Outer West and North West,Barnet,12.5,14.112,3,-0.6220472440944881,0.36834775837800604,4
137,E01000136,Barnet 038B,E09000003,E02000061, Outer West and North West,Barnet,9.0,11.0016,3,-0.8976377952755905,0.15664128330715135,4
138,E01000137,Barnet 041A,E09000003,E02000064, Outer West and North West,Barnet,28.8,11.0554,3,0.5153374233128835,0.16030313013032912,1
139,E01000138,Barnet 040A,E09000003,E02000063, Outer West and North West,Barnet,27.9,9.45002,2,0.46012269938650296,0.051034437695514065,1
140,E01000139,Barnet 041B,E09000003,E02000064, Outer West and North West,Barnet,12.4,9.663219999999999,2,-0.6299212598425196,0.06554569685353424,4
141,E01000140,Barnet 041C,E09000003,E02000064, Outer West and North West,Barnet,16.8,14.4369,3,-0.2834645669291337,0.3904617738584975,1
142,E01000141,Barnet 039A,E09000003,E02000062, Outer West and North West,Barnet,28.8,16.7274,4,0.5153374233128835,0.5463625201129318,0
143,E01000142,Barnet 040B,E09000003,E02000063, Outer West and North West,Barnet,16.7,12.39,3,-0.29133858267716534,0.2511414344093809,1
144,E01000143,Barnet 041D,E09000003,E02000064, Outer West and North West,Barnet,31.3,13.3715,3,0.6687116564417177,0.31794631650880334,0
145,E01000144,Barnet 038C,E09000003,E02000061, Outer West and North West,Barnet,18.3,22.7751,5,-0.16535433070866126,0.9579935801971678,3
146,E01000145,Barnet 037A,E09000003,E02000060, Outer West and North West,Barnet,14.6,10.7217,3,-0.45669291338582674,0.1375901508571989,4
147,E01000146,Barnet 038D,E09000003,E02000061, Outer West and North West,Barnet,18.5,28.7964,6a,-0.14960629921259833,1.3678277489034876,3
148,E01000147,Barnet 030A,E09000003,E02000053, Outer West and North West,Barnet,12.8,4.94744,1b,-0.5984251968503935,-0.6924091420339312,2
149,E01000148,Barnet 030B,E09000003,E02000053, Outer West and North West,Barnet,27.7,10.960999999999999,3,0.44785276073619623,0.15387788217293163,1
150,E01000150,Barnet 036A,E09000003,E02000059, Outer West and North West,Barnet,15.6,4.89998,1b,-0.37795275590551175,-0.7011657805474946,2
151,E01000151,Barnet 026B,E09000003,E02000049, Outer West and North West,Barnet,38.9,3.2869599999999997,1b,1.134969325153374,-0.9987770965008871,6
152,E01000152,Barnet 026C,E09000003,E02000049, Outer West and North West,Barnet,32.4,3.0815599999999996,1b,0.7361963190184048,-1.0366745585886645,6
153,E01000153,Barnet 026D,E09000003,E02000049, Outer West and North West,Barnet,41.6,2.3054099999999997,1a,1.3006134969325152,-1.1798786247981508,6
154,E01000154,Barnet 026E,E09000003,E02000049, Outer West and North West,Barnet,32.7,8.09233,2,0.7546012269938651,-0.1121591442479991,0
155,E01000155,Barnet 030D,E09000003,E02000053, Outer West and North West,Barnet,20.8,10.6106,3,0.024539877300613622,0.13002823297513483,1
156,E01000156,Barnet 022A,E09000003,E02000045, Outer West and North West,Barnet,8.3,8.275210000000001,2,-0.9527559055118109,-0.07841674957120857,4
157,E01000157,Barnet 022B,E09000003,E02000045, Outer West and North West,Barnet,12.7,4.74217,1b,-0.6062992125984252,-0.7302826183862102,2
158,E01000158,Barnet 015A,E09000003,E02000038, Outer West and North West,Barnet,19.7,6.23262,2,-0.055118110236220416,-0.45528616089483764,1
159,E01000159,Barnet 015B,E09000003,E02000038, Outer West and North West,Barnet,16.3,4.66803,1b,-0.3228346456692912,-0.7439618678467156,2
160,E01000160,Barnet 015C,E09000003,E02000038, Outer West and North West,Barnet,12.1,6.451980000000001,2,-0.6535433070866141,-0.4148129998258265,2
161,E01000161,Barnet 015D,E09000003,E02000038, Outer West and North West,Barnet,14.5,8.9865,2,-0.46456692913385816,0.01948538119961555,4
162,E01000162,Barnet 015E,E09000003,E02000038, Outer West and North West,Barnet,18.5,10.2691,3,-0.14960629921259833,0.1067843539767112,1
163,E01000163,Barnet 022C,E09000003,E02000045, Outer West and North West,Barnet,28.5,3.2846800000000003,1b,0.4969325153374233,-0.9991977694004008,6
164,E01000164,Barnet 022D,E09000003,E02000045, Outer West and North West,Barnet,25.3,7.254589999999999,2,0.3006134969325154,-0.2667269139140883,1
165,E01000165,Barnet 022E,E09000003,E02000045, Outer West and North West,Barnet,13.3,8.46204,2,-0.5590551181102361,-0.04394555754657658,4
166,E01000166,Barnet 003A,E09000003,E02000026, Outer West and North West,Barnet,14.9,4.80773,1b,-0.4330708661417322,-0.7181864274686118,2
167,E01000167,Barnet 002A,E09000003,E02000025, Outer West and North West,Barnet,28.4,1.7253599999999998,1a,0.4907975460122698,-1.2869011315362973,6
168,E01000168,Barnet 003B,E09000003,E02000026, Outer West and North West,Barnet,7.0,5.85669,2,-1.0551181102362204,-0.524647372787039,2
169,E01000169,Barnet 003C,E09000003,E02000026, Outer West and North West,Barnet,13.2,6.04421,2,-0.5669291338582677,-0.4900488718586067,2
170,E01000170,Barnet 006A,E09000003,E02000029, Outer West and North West,Barnet,20.4,7.550739999999999,2,0.0,-0.21208556339171591,1
171,E01000171,Barnet 006B,E09000003,E02000029, Outer West and North West,Barnet,24.3,10.3336,3,0.23926380368098166,0.1111744863204838,1
172,E01000172,Barnet 003D,E09000003,E02000026, Outer West and North West,Barnet,8.4,3.29365,1b,-0.9448818897637794,-0.997542753650998,2
173,E01000173,Barnet 006C,E09000003,E02000029, Outer West and North West,Barnet,9.7,2.83255,1b,-0.84251968503937,-1.0826183124079316,2
174,E01000174,Barnet 006D,E09000003,E02000029, Outer West and North West,Barnet,16.3,8.6766,2,-0.3228346456692912,-0.004358023634436599,1
175,E01000175,Barnet 006E,E09000003,E02000029, Outer West and North West,Barnet,7.6,4.95602,1b,-1.0078740157480315,-0.6908260834910241,2
176,E01000176,Barnet 027A,E09000003,E02000050, Outer West and North West,Barnet,30.5,3.44314,1b,0.6196319018404908,-0.9699610028841924,6
177,E01000177,Barnet 029A,E09000003,E02000052, Outer West and North West,Barnet,8.3,4.409669999999999,1b,-0.9527559055118109,-0.7916307495653048,2
178,E01000178,Barnet 027B,E09000003,E02000050, Outer West and North West,Barnet,8.1,3.9984300000000004,1b,-0.968503937007874,-0.8675068562302393,2
179,E01000179,Barnet 029B,E09000003,E02000052, Outer West and North West,Barnet,8.5,3.0072900000000002,1b,-0.9370078740157479,-1.0503777937846686,2
180,E01000180,Barnet 029C,E09000003,E02000052, Outer West and North West,Barnet,14.6,7.924519999999999,2,-0.45669291338582674,-0.14312103866352965,4
